patch,championId,championName,games,wins,win_rate,pick_rate,ban_rate
15.3,111,Nautilus,7,5,71.43,50.0,7.143
15.3,222,Jinx,4,2,50.0,28.571,0.0
15.3,876,Lillia,4,1,25.0,28.571,0.0
15.3,102,Shyvana,4,3,75.0,28.571,7.143
15.3,223,TahmKench,4,2,50.0,28.571,21.429
15.3,22,Ashe,3,1,33.33,21.429,0.0
15.3,202,Jhin,3,1,33.33,21.429,7.143
15.3,89,Leona,3,1,33.33,21.429,7.143
15.3,99,Lux,3,2,66.67,21.429,35.714
15.3,21,MissFortune,3,2,66.67,21.429,14.286
15.3,157,Yasuo,3,1,33.33,21.429,21.429
15.3,103,Ahri,2,1,50.0,14.286,14.286
15.3,51,Caitlyn,2,1,50.0,14.286,57.143
15.3,122,Darius,2,1,50.0,14.286,21.429
15.3,131,Diana,2,2,100.0,14.286,7.143
15.3,3,Galio,2,1,50.0,14.286,7.143
15.3,887,Gwen,2,0,0.0,14.286,0.0
15.3,910,Hwei,2,2,100.0,14.286,0.0
15.3,43,Karma,2,1,50.0,14.286,0.0
15.3,85,Kennen,2,1,50.0,14.286,0.0
15.3,82,Mordekaiser,2,2,100.0,14.286,35.714
15.3,75,Nasus,2,2,100.0,14.286,0.0
15.3,80,Pantheon,2,2,100.0,14.286,0.0
15.3,58,Renekton,2,1,50.0,14.286,14.286
15.3,360,Samira,2,1,50.0,14.286,0.0
15.3,35,Shaco,2,0,0.0,14.286,0.0
15.3,27,Singed,2,1,50.0,14.286,0.0
15.3,37,Sona,2,1,50.0,14.286,0.0
15.3,517,Sylas,2,0,0.0,14.286,7.143
15.3,48,Trundle,2,0,0.0,14.286,28.571
15.3,67,Vayne,2,1,50.0,14.286,0.0
15.3,234,Viego,2,2,100.0,14.286,14.286
15.3,106,Volibear,2,1,50.0,14.286,7.143
15.3,101,Xerath,2,0,0.0,14.286,7.143
15.3,777,Yone,2,0,0.0,14.286,14.286
15.3,83,Yorick,2,1,50.0,14.286,14.286
15.3,154,Zac,2,1,50.0,14.286,7.143
15.3,115,Ziggs,2,1,50.0,14.286,7.143
15.3,84,Akali,1,1,100.0,7.143,14.286
15.3,63,Brand,1,1,100.0,7.143,7.143
15.3,31,Chogath,1,1,100.0,7.143,0.0
15.3,36,DrMundo,1,0,0.0,7.143,0.0
15.3,119,Draven,1,0,0.0,7.143,14.286
15.3,245,Ekko,1,0,0.0,7.143,0.0
15.3,60,Elise,1,0,0.0,7.143,0.0
15.3,81,Ezreal,1,1,100.0,7.143,7.143
15.3,9,FiddleSticks,1,1,100.0,7.143,0.0
15.3,105,Fizz,1,0,0.0,7.143,7.143
15.3,86,Garen,1,1,100.0,7.143,14.286
15.3,150,Gnar,1,0,0.0,7.143,0.0
15.3,79,Gragas,1,1,100.0,7.143,0.0
15.3,104,Graves,1,0,0.0,7.143,0.0
15.3,74,Heimerdinger,1,1,100.0,7.143,14.286
15.3,420,Illaoi,1,1,100.0,7.143,42.857
15.3,145,Kaisa,1,1,100.0,7.143,7.143
15.3,55,Katarina,1,0,0.0,7.143,7.143
15.3,10,Kayle,1,0,0.0,7.143,0.0
15.3,117,Lulu,1,1,100.0,7.143,7.143
15.3,90,Malzahar,1,0,0.0,7.143,7.143
15.3,57,Maokai,1,1,100.0,7.143,0.0
15.3,518,Neeko,1,1,100.0,7.143,0.0
15.3,76,Nidalee,1,1,100.0,7.143,0.0
15.3,895,Nilah,1,1,100.0,7.143,7.143
15.3,56,Nocturne,1,0,0.0,7.143,0.0
15.3,20,Nunu,1,0,0.0,7.143,7.143
15.3,516,Ornn,1,0,0.0,7.143,0.0
15.3,555,Pyke,1,0,0.0,7.143,7.143
15.3,33,Rammus,1,0,0.0,7.143,7.143
15.3,888,Renata,1,0,0.0,7.143,0.0
15.3,92,Riven,1,1,100.0,7.143,0.0
15.3,50,Swain,1,0,0.0,7.143,0.0
15.3,91,Talon,1,1,100.0,7.143,0.0
